Agency Type,Distribution Channel,Claim,Duration,Net Sales,Commision (in value),Age
Travel Agency,Online,No,6,59.4,35.64,42
Travel Agency,Online,No,23,99,59.4,62
Travel Agency,Online,No,5,0,11.88,39
Travel Agency,Online,No,54,79.2,47.52,64
Travel Agency,Online,No,4,29.7,17.82,56
Travel Agency,Online,No,8,29.7,17.82,36
Travel Agency,Online,No,3,9.9,5.94,28
Travel Agency,Online,No,22,0,83.16,35
Travel Agency,Online,No,22,0,83.16,35
Travel Agency,Online,No,24,128.7,77.22,29
Travel Agency,Online,No,105,79.2,47.52,45
Travel Agency,Online,No,18,69.3,41.58,54
Travel Agency,Online,No,136,49.5,29.7,43
Travel Agency,Online,No,11,89.1,53.46,31
Travel Agency,Online,No,7,9.9,5.94,43
Travel Agency,Online,No,9,39.6,23.76,25
Travel Agency,Online,No,207,108.9,65.34,57
Travel Agency,Online,No,21,89.1,53.46,56
Travel Agency,Online,No,5,29.7,17.82,31
Travel Agency,Online,No,8,0,17.82,45
Travel Agency,Online,No,9,69.3,41.58,36
Travel Agency,Online,No,28,39.6,23.76,31
Travel Agency,Online,No,4,29.7,17.82,50
Travel Agency,Online,No,7,69.3,41.58,54
Travel Agency,Online,No,12,49.5,29.7,48
Travel Agency,Online,No,13,99,59.4,53
Travel Agency,Online,No,34,0,47.52,25
Travel Agency,Online,No,15,39.6,23.76,29
Travel Agency,Online,No,7,49.5,29.7,33
Travel Agency,Online,No,42,46,0,36
Travel Agency,Online,No,16,46,0,36
Travel Agency,Online,No,27,20,0,36
Travel Agency,Online,No,18,34,0,36
Travel Agency,Online,No,16,26,0,51
Travel Agency,Online,No,24,81,0,36
Travel Agency,Online,Yes,12,29,0,36
Travel Agency,Online,No,15,20,0,36
Travel Agency,Online,No,6,23,0,36
Travel Agency,Online,No,54,44,0,36
Travel Agency,Online,No,50,86,0,36
Travel Agency,Online,No,27,20,0,36
Travel Agency,Online,No,25,112,0,36
Travel Agency,Online,No,11,35,0,36
Travel Agency,Online,No,25,30,0,36
Travel Agency,Online,No,6,29,0,36
Travel Agency,Online,No,137,21,0,36
Travel Agency,Online,No,63,27,0,36
Travel Agency,Online,No,5,20,0,36
Travel Agency,Online,No,137,78,0,36
Travel Agency,Online,No,25,25,0,36
Travel Agency,Online,No,54,49,0,36
Travel Agency,Online,No,10,38,0,36
Travel Agency,Online,No,29,20,0,36
Travel Agency,Online,No,30,20,0,36
Travel Agency,Online,No,40,33,0,36
Travel Agency,Online,No,21,40,0,36
Travel Agency,Online,No,8,20,0,36
Travel Agency,Online,No,195,28,0,36
Travel Agency,Online,No,12,23,0,36
Travel Agency,Online,No,11,54,0,36
Travel Agency,Online,No,87,20,0,49
Travel Agency,Online,No,20,22,0,36
Travel Agency,Online,No,103,20,0,30
Travel Agency,Online,No,29,52,0,36
Travel Agency,Online,No,46,80,0,36
Travel Agency,Online,No,1,12,0,36
Travel Agency,Online,No,46,80,0,36
Travel Agency,Online,No,7,10,0,36
Travel Agency,Online,No,33,11,0,36
Travel Agency,Online,No,7,28,0,36
Travel Agency,Online,No,49,10,0,36
Travel Agency,Online,No,47,10,0,36
Travel Agency,Online,No,1,35,0,36
Travel Agency,Online,No,14,43,0,36
Travel Agency,Online,No,50,77,0,36
Travel Agency,Online,No,12,16,0,41
Travel Agency,Online,No,58,28,0,36
Travel Agency,Online,No,5,16,0,36
Travel Agency,Online,No,7,14,0,36
Travel Agency,Online,No,32,10,0,51
Travel Agency,Online,No,6,10,0,36
Travel Agency,Online,No,7,12,0,36
Travel Agency,Online,No,19,80,0,36
Travel Agency,Online,No,23,16,0,36
Travel Agency,Online,No,11,23,0,36
Travel Agency,Online,No,61,35,0,36
Travel Agency,Online,No,76,13,0,36
Travel Agency,Online,No,7,13,0,39
Travel Agency,Online,No,4,23,0,36
Travel Agency,Online,No,31,34,0,36
Travel Agency,Online,No,10,24,0,36
Travel Agency,Online,No,5,14,0,36
Travel Agency,Online,No,45,10,0,36
Travel Agency,Online,No,72,32,0,27
Travel Agency,Online,No,5,12,0,36
Travel Agency,Online,No,10,10,0,36
Travel Agency,Online,No,62,28,0,36
Travel Agency,Online,No,26,0,0,36
Travel Agency,Online,No,73,27,0,36
Travel Agency,Online,No,18,18,0,36
Travel Agency,Online,No,136,27,0,36
Travel Agency,Online,No,16,32,0,36
Travel Agency,Online,No,258,14,0,36
Travel Agency,Online,No,20,10,0,36
Travel Agency,Online,No,41,64,0,36
Travel Agency,Online,No,67,15,0,36
Travel Agency,Online,No,60,80,0,44
Travel Agency,Online,No,5,58,0,36
Travel Agency,Online,No,27,10,0,28
Travel Agency,Online,No,46,29,0,51
Travel Agency,Online,No,38,10,0,36
Travel Agency,Online,No,37,80,0,34
Travel Agency,Online,No,16,80,0,55
Travel Agency,Online,No,2,16,0,26
Travel Agency,Online,No,1,20,0,36
Travel Agency,Online,No,50,22,0,36
Travel Agency,Online,No,4,20,0,36
Travel Agency,Online,No,4,29,0,36
Travel Agency,Online,No,3,22,0,36
Travel Agency,Online,No,14,20,0,36
Travel Agency,Online,No,2,20,0,26
Travel Agency,Online,No,4,37,0,36
Travel Agency,Online,No,9,20,0,51
Travel Agency,Online,No,59,20,0,26
Travel Agency,Online,No,12,21,0,36
Travel Agency,Online,No,18,22,0,36
Travel Agency,Online,No,5,20,0,47
Travel Agency,Online,No,8,20,0,47
Travel Agency,Online,No,2,20,0,36
Travel Agency,Online,No,48,20,0,21
Travel Agency,Online,No,48,20,0,24
Travel Agency,Online,No,2,21,0,36
Airlines,Online,No,132,31,12.4,118
Airlines,Online,No,24,31,12.4,118
Travel Agency,Online,No,25,22,8.36,48
Airlines,Online,No,10,23,9.2,32
Airlines,Online,No,24,15,6,21
Airlines,Online,No,26,15,6,48
Airlines,Online,No,28,15,6,52
Airlines,Online,No,24,0.55,0.15,48
Airlines,Online,No,10,22,7.7,51
Airlines,Online,No,13,30,10.5,36
Airlines,Online,No,4,26,9.1,53
Airlines,Online,No,12,35,12.25,52
Airlines,Online,No,6,22,7.7,75
Airlines,Online,No,28,35,12.25,39
Airlines,Online,No,10,22,7.7,34
Airlines,Online,No,30,26,9.1,27
Airlines,Online,No,11,18,6.3,27
Airlines,Online,No,24,26,9.1,52
Airlines,Online,No,49,35,12.25,40
Airlines,Online,No,15,26,9.1,44
Airlines,Online,No,53,22,7.7,48
Airlines,Online,No,10,18,6.3,35
Airlines,Online,No,10,22,7.7,38
Airlines,Online,No,15,18,6.3,32
Airlines,Online,No,4,22,7.7,35
Airlines,Online,No,9,30,10.5,66
Airlines,Online,No,36,56,19.6,44
Airlines,Online,No,75,22,7.7,36
Airlines,Online,No,5,0,9.1,42
Airlines,Online,No,21,33,11.55,53
Airlines,Online,No,26,22,7.7,67
Airlines,Online,No,27,37,12.95,42
Airlines,Online,No,10,18,6.3,47
Airlines,Online,No,13,45,15.75,39
Airlines,Online,No,12,45,15.75,37
Airlines,Online,No,20,109,38.15,42
Airlines,Online,No,164,45,15.75,59
Airlines,Online,No,11,39,13.65,48
Airlines,Online,No,62,17,4.25,36
Airlines,Online,No,10,17,4.25,27
Airlines,Online,No,24,53.5,13.38,56
Airlines,Online,No,39,18,4.5,41
Airlines,Online,No,17,29.5,7.38,27
Airlines,Online,No,13,17,4.25,23
Airlines,Online,No,22,53.5,13.38,25
Airlines,Online,Yes,17,29.5,7.38,51
Airlines,Online,No,72,69.55,17.39,39
Airlines,Online,No,7,17,4.25,25
Airlines,Online,No,7,13.5,3.38,57
Airlines,Online,No,151,44.5,11.13,34
Airlines,Online,No,11,28.5,7.13,36
Airlines,Online,No,18,53.5,13.38,26
Airlines,Online,No,72,53.5,13.38,26
Airlines,Online,No,5,13.5,3.38,30
Airlines,Online,No,52,67,16.75,43
Airlines,Online,No,32,127,31.75,25
Airlines,Online,No,4,18.5,4.63,20
Airlines,Online,No,32,63.5,15.88,31
Airlines,Online,No,12,67,16.75,22
Airlines,Online,No,6,24.5,6.13,23
Airlines,Online,No,38,111,27.75,22
Airlines,Online,No,9,33.5,8.38,25
Airlines,Online,No,20,42,10.5,30
Airlines,Online,No,5,35.1,8.78,34
Airlines,Online,No,369,252.85,63.21,21
Travel Agency,Online,No,87,0,17.82,39
Travel Agency,Online,No,5,39.6,23.76,50
Travel Agency,Online,No,14,39.6,23.76,49
Travel Agency,Online,No,9,49.5,29.7,39
Travel Agency,Online,No,51,89.1,53.46,46
Travel Agency,Online,No,7,9.9,5.94,49
Travel Agency,Online,No,42,99,59.4,42
Travel Agency,Online,No,2,9.9,5.94,31
Travel Agency,Online,No,49,29.7,17.82,31
Travel Agency,Online,No,6,39.6,23.76,47
Travel Agency,Online,No,8,79.2,47.52,39
Travel Agency,Online,No,65,79.2,47.52,55
Travel Agency,Online,No,3,0,11.88,40
Travel Agency,Online,No,13,29.7,17.82,43
Travel Agency,Online,No,14,29.7,17.82,29
Travel Agency,Online,No,9,69.3,41.58,31
Travel Agency,Online,No,21,49.5,29.7,42
Travel Agency,Online,No,6,59.4,35.64,40
Travel Agency,Online,No,3,0,17.82,52
Travel Agency,Online,No,9,69.3,41.58,55
Travel Agency,Online,No,361,69.3,41.58,35
Travel Agency,Online,No,11,29.7,17.82,31
Travel Agency,Online,No,11,0,41.58,59
Travel Agency,Online,No,4,29.7,17.82,44
Travel Agency,Online,No,38,29.7,17.82,35
Travel Agency,Online,No,11,69.3,41.58,59
Travel Agency,Online,No,17,9.9,5.94,57
Travel Agency,Online,No,40,59.4,35.64,46
Travel Agency,Online,No,206,39.6,23.76,42
Travel Agency,Online,No,8,39.6,23.76,53
Travel Agency,Online,No,24,20,0,55
Travel Agency,Online,No,24,43,0,36
Travel Agency,Online,No,93,20,0,36
Travel Agency,Online,No,11,21,0,36
Travel Agency,Online,No,23,23,0,36
Travel Agency,Online,No,15,95,0,36
Travel Agency,Online,No,45,20,0,43
Travel Agency,Online,No,13,29,0,36
Travel Agency,Online,No,33,20,0,36
Travel Agency,Online,No,25,22,0,36
Travel Agency,Online,No,145,76,0,36
Travel Agency,Online,No,110,49,0,36
Travel Agency,Online,No,23,21,0,36
Travel Agency,Online,No,3,41,0,36
Travel Agency,Online,No,158,20,0,67
Travel Agency,Online,No,17,23,0,36
Travel Agency,Online,No,38,22,0,36
Travel Agency,Online,No,17,80,0,36
Travel Agency,Online,No,18,28,0,30
Travel Agency,Online,No,26,20,0,27
Travel Agency,Online,No,33,29,0,36
Travel Agency,Online,No,55,69,0,36
Travel Agency,Online,No,8,32,0,36
Travel Agency,Online,No,37,20,0,46
Travel Agency,Online,No,32,26,0,36
Travel Agency,Online,No,8,20,0,36
Travel Agency,Online,No,38,24,0,36
Travel Agency,Online,No,18,45,0,36
Travel Agency,Online,No,12,43,0,36
Travel Agency,Online,No,37,80,0,34
Travel Agency,Online,No,39,22,0,36
Travel Agency,Online,No,14,10,0,46
Travel Agency,Online,No,89,10,0,30
Travel Agency,Online,No,82,12,0,36
Travel Agency,Online,No,24,11,0,36
Travel Agency,Online,No,31,11,0,36
Travel Agency,Online,No,37,19,0,36
Travel Agency,Online,No,8,10,0,36
Travel Agency,Online,No,21,22,0,36
Travel Agency,Online,No,3,10,0,36
Travel Agency,Online,No,10,55,0,36
Travel Agency,Online,No,82,10,0,36
Travel Agency,Online,No,45,54,0,36
Travel Agency,Online,No,18,12,0,36
Travel Agency,Online,No,30,27,0,36
Travel Agency,Online,No,6,0,0,36
Travel Agency,Online,No,140,17,0,36
Travel Agency,Online,No,4,26,0,36
Travel Agency,Online,No,4,10,0,36
Travel Agency,Online,No,9,29,0,36
Travel Agency,Online,No,26,59,0,36
Travel Agency,Online,No,16,10,0,36
Travel Agency,Online,No,6,80,0,36
Travel Agency,Online,No,2,10,0,26
Travel Agency,Online,No,10,62,0,36
Travel Agency,Online,No,8,23,0,36
Travel Agency,Online,No,6,15,0,36
Travel Agency,Online,No,28,10,0,50
Travel Agency,Online,No,16,12,0,36
Travel Agency,Online,No,155,38,0,36
Travel Agency,Online,No,55,0,0,36
Travel Agency,Online,No,17,43,0,36
Travel Agency,Online,No,11,80,0,36
Travel Agency,Online,No,12,36,0,36
Travel Agency,Online,No,12,21,0,55
Travel Agency,Online,No,11,36,0,36
Travel Agency,Online,No,3,12,0,36
Travel Agency,Online,No,35,10,0,37
Travel Agency,Online,No,73,74,0,37
Travel Agency,Online,No,17,80,0,51
Travel Agency,Online,No,209,73,0,36
Travel Agency,Online,No,11,31,0,36
Travel Agency,Online,No,7,10,0,36
Travel Agency,Online,No,8,20,0,36
Travel Agency,Online,No,3,20,0,36
Travel Agency,Online,No,2,20,0,20
Travel Agency,Online,No,2,20,0,30
Travel Agency,Online,No,118,20,0,36
Travel Agency,Online,No,45,65,0,36
Travel Agency,Online,No,8,20,0,36
Travel Agency,Online,No,8,20,0,36
Travel Agency,Online,No,6,20,0,36
Airlines,Online,No,24,62,24.8,118
Airlines,Online,No,20,200,80,118
Airlines,Online,No,38,80,32,118
Airlines,Online,No,69,15,6,72
Airlines,Online,No,135,10.04,2.81,48
Airlines,Online,No,101,44,15.4,38
Airlines,Online,No,74,22,7.7,38
Airlines,Online,No,24,18,6.3,39
Airlines,Online,No,24,22,7.7,67
Airlines,Online,No,122,26,9.1,47
Airlines,Online,No,92,33,11.55,36
Airlines,Online,No,65,22,7.7,46
Airlines,Online,No,26,22,7.7,44
Airlines,Online,No,72,58,20.3,55
Airlines,Online,No,209,37,12.95,36
Airlines,Online,No,26,44,15.4,65
Airlines,Online,No,101,44,15.4,31
Airlines,Online,No,41,52,18.2,35
Airlines,Online,No,3,18,6.3,31
Airlines,Online,No,7,26,9.1,44
Airlines,Online,No,24,56,19.6,36
Airlines,Online,No,13,67,23.45,58
Airlines,Online,No,38,167,58.45,66
Airlines,Online,No,9,58,20.3,43
Travel Agency,Offline,No,178,29,9.57,66
Airlines,Online,Yes,3,25.2,6.3,39
Airlines,Online,No,37,89,22.25,28
Airlines,Online,No,8,17,4.25,28
Airlines,Online,No,12,13.5,3.38,27
Airlines,Online,No,16,34.5,8.63,27
Airlines,Online,No,11,29.5,7.38,46
Airlines,Online,No,43,89,22.25,67
Airlines,Online,No,37,71,17.75,35
Airlines,Online,No,13,47,11.75,57
Airlines,Online,No,107,53.5,13.38,49
Airlines,Online,No,36,23.5,5.88,66
Airlines,Online,No,10,23.5,5.88,27
Airlines,Online,No,17,63.5,15.88,50
Airlines,Online,No,47,63.5,15.88,44
Airlines,Online,No,30,78.5,19.63,50
Airlines,Online,No,2,20.5,5.13,33
Airlines,Online,No,8,18.5,4.63,26
Airlines,Online,No,58,42,10.5,38
Airlines,Online,No,2,15,3.75,36
Airlines,Online,No,2,19.5,4.88,30
Airlines,Online,No,10,24.5,6.13,51
Airlines,Online,No,32,100.5,25.13,36
Airlines,Online,No,5,18.5,4.63,32
Airlines,Online,No,12,18.5,4.63,38
Airlines,Online,No,4,35.5,8.88,33
Airlines,Online,No,9,59.5,14.88,36
Airlines,Online,No,8,27,6.75,71
Airlines,Online,Yes,24,99.45,24.86,38
Airlines,Online,No,380,252.85,63.21,30
Airlines,Online,No,366,187.85,46.96,37
Airlines,Online,Yes,364,252.85,63.21,44
Travel Agency,Online,No,75,79.2,47.52,42
Travel Agency,Online,No,48,29.7,17.82,30
Travel Agency,Online,No,1,9.9,5.94,31
Travel Agency,Online,No,31,59.4,35.64,57
Travel Agency,Online,No,3,0,17.82,31
Travel Agency,Online,No,45,79.2,47.52,47
Travel Agency,Online,No,72,19.8,11.88,39
Travel Agency,Online,No,76,39.6,23.76,39
Travel Agency,Online,No,78,277.2,166.32,56
Travel Agency,Online,No,79,39.6,23.76,39
Travel Agency,Online,No,9,0,23.76,47
Travel Agency,Online,Yes,12,39.6,23.76,35
Travel Agency,Online,No,51,0,17.82,31
Travel Agency,Online,No,29,198,118.8,57
Travel Agency,Online,No,21,19.8,11.88,44
Travel Agency,Online,No,203,99,59.4,39
Travel Agency,Online,No,191,19.8,11.88,39
Travel Agency,Online,No,193,29.7,17.82,39
Travel Agency,Online,Yes,9,29.7,17.82,26
Travel Agency,Online,No,3,19.8,11.88,31
Travel Agency,Online,No,47,112,0,36
Travel Agency,Online,No,18,112,0,36
Travel Agency,Online,No,39,112,0,49
Travel Agency,Online,No,13,22,0,36
Travel Agency,Online,No,16,32,0,36
Travel Agency,Online,No,5,29,0,36
Travel Agency,Online,No,21,29,0,33
Travel Agency,Online,No,6,29,0,36
Travel Agency,Online,No,71,107,0,63
Travel Agency,Online,No,5,23,0,83
Travel Agency,Online,No,23,39,0,25
Travel Agency,Online,No,6,29,0,36
Travel Agency,Online,No,10,20,0,32
Travel Agency,Online,No,85,112,0,36
Travel Agency,Online,No,69,81,0,36
Travel Agency,Online,No,37,23,0,36
Travel Agency,Online,No,18,32,0,66
Travel Agency,Online,No,62,20,0,36
Travel Agency,Online,No,52,0,0,33
Travel Agency,Online,No,40,20,0,36
Travel Agency,Online,No,17,112,0,23
Travel Agency,Online,No,38,112,0,40
Travel Agency,Online,No,37,39,0,36
Travel Agency,Online,No,7,34,0,36
Travel Agency,Online,No,80,25,0,36
Travel Agency,Online,No,6,29,0,36
Travel Agency,Online,No,17,29,0,36
Travel Agency,Online,No,30,21,0,36
Travel Agency,Online,No,120,90,0,36
Travel Agency,Online,No,46,20,0,36
Travel Agency,Online,No,36,37,0,36
Travel Agency,Online,No,86,20,0,38
Travel Agency,Online,No,87,22,0,36
Travel Agency,Online,Yes,18,71,0,36
Travel Agency,Online,No,36,20,0,36
Travel Agency,Online,No,15,81,0,36
Travel Agency,Online,No,9,41,0,36
Travel Agency,Online,No,99,112,0,36
Travel Agency,Online,No,24,19,0,36
Travel Agency,Online,No,19,76,0,28
Travel Agency,Online,No,3,19,0,36
Travel Agency,Online,No,108,19,0,64
Travel Agency,Online,No,25,14,0,36
Travel Agency,Online,No,133,80,0,57
Travel Agency,Online,No,51,15,0,36
Travel Agency,Online,No,127,10,0,36
Travel Agency,Online,No,33,49,0,36
Travel Agency,Online,No,38,33,0,36
Travel Agency,Online,No,1,23,0,36
Travel Agency,Online,No,116,12,0,23
Travel Agency,Online,No,2,17,0,25
Travel Agency,Online,No,27,24,0,36
Travel Agency,Online,No,2,14,0,36
Travel Agency,Online,No,5,10,0,36
Travel Agency,Online,No,114,27,0,36
Travel Agency,Online,No,6,10,0,45
Travel Agency,Online,No,4,10,0,35
Travel Agency,Online,No,3,0,0,36
Travel Agency,Online,No,2,52,0,27
Travel Agency,Online,No,10,60,0,36
Travel Agency,Online,No,7,12,0,36
Travel Agency,Online,No,11,10,0,36
Travel Agency,Online,No,11,10,0,36
Travel Agency,Online,No,67,75,0,44
Travel Agency,Online,No,7,21,0,36
Travel Agency,Online,No,150,0,0,36
Travel Agency,Online,No,17,16,0,36
Travel Agency,Online,No,6,32,0,36
Travel Agency,Online,No,123,56,0,36
Travel Agency,Online,No,3,25,0,36
Travel Agency,Online,No,38,69,0,36
Travel Agency,Online,No,7,21,0,36
Travel Agency,Online,No,5,37,0,36
Travel Agency,Online,No,33,42,0,36
Travel Agency,Online,No,28,20,0,36
Travel Agency,Online,No,2,33,0,36
Travel Agency,Online,No,1,20,0,36
Airlines,Online,No,4,15,6,48
Airlines,Online,No,115,23,9.2,53
Airlines,Online,No,69,15,6,56
Airlines,Online,No,16,15,6,50
Airlines,Online,No,64,10.89,3.05,48
Airlines,Online,No,1,1.34,0.38,48
Airlines,Online,No,41,30,10.5,33
Airlines,Online,No,45,22,7.7,35
Airlines,Online,No,92,35,12.25,39
Airlines,Online,Yes,71,44,15.4,50
Airlines,Online,No,6,18,6.3,51
Airlines,Online,No,5,18,6.3,53
Airlines,Online,No,159,35,12.25,51
Airlines,Online,No,159,35,12.25,57
Airlines,Online,No,15,22,7.7,56
Airlines,Online,No,15,40,14,34
Airlines,Online,No,152,30,10.5,47
Airlines,Online,No,6,22,7.7,65
Airlines,Online,No,34,18,6.3,37
Airlines,Online,No,66,37,12.95,30
Airlines,Online,No,53,164,57.4,26
Airlines,Online,No,34,58,20.3,57
Airlines,Online,No,12,26,9.1,59
Airlines,Online,No,103,45,15.75,46
Travel Agency,Offline,No,92,50,16.5,67
Airlines,Online,No,9,51,17.85,42
Airlines,Online,No,11,8.26,2.89,48
Airlines,Online,No,36,13.5,3.38,59
Airlines,Online,Yes,19,62,15.5,28
Airlines,Online,No,6,18,4.5,41
Airlines,Online,Yes,8,23.5,5.88,36
Airlines,Online,No,63,34.5,8.63,34
Airlines,Online,Yes,16,47,11.75,57
Airlines,Online,No,16,53.5,13.38,26
Airlines,Online,Yes,16,47,11.75,63
Airlines,Online,Yes,16,47,11.75,24
Airlines,Online,Yes,16,47,11.75,22
Airlines,Online,No,17,54.5,13.63,38
Airlines,Online,No,17,54.5,13.63,37
Airlines,Online,No,64,142.5,35.63,52
Airlines,Online,No,64,142.5,35.63,20
Airlines,Online,Yes,64,207,51.75,17
Airlines,Online,No,17,36.5,9.13,20
Airlines,Online,No,365,187.85,46.96,55
Airlines,Online,Yes,364,252.85,63.21,72
Airlines,Online,Yes,365,187.85,46.96,32
Airlines,Online,No,364,252.85,63.21,26
Airlines,Online,Yes,398,252.85,63.21,55
Airlines,Online,No,370,187.85,46.96,56
Travel Agency,Online,No,13,39.6,23.76,49
Travel Agency,Online,No,7,29.7,17.82,31
Travel Agency,Online,No,187,0,53.46,43
Travel Agency,Online,Yes,58,69.3,41.58,31
Travel Agency,Online,No,25,39.6,23.76,41
Travel Agency,Online,No,138,89.1,53.46,31
Travel Agency,Online,No,28,0,23.76,46
Travel Agency,Online,No,14,19.8,11.88,32
Travel Agency,Online,No,23,89.1,53.46,40
Travel Agency,Online,No,8,0,17.82,68
Travel Agency,Online,No,70,59.4,35.64,36
Travel Agency,Online,No,9,0,17.82,46
Travel Agency,Online,No,64,39.6,23.76,36
Travel Agency,Online,No,5,29.7,17.82,28
Travel Agency,Online,No,23,29.7,17.82,38
Travel Agency,Online,No,15,69.3,41.58,42
Travel Agency,Online,No,13,89.1,53.46,41
Travel Agency,Online,No,22,79.2,47.52,31
Travel Agency,Online,No,26,59.4,35.64,23
Travel Agency,Online,No,7,59.4,35.64,54
Travel Agency,Online,No,63,0,17.82,25
Travel Agency,Online,No,4,29.7,17.82,30
Travel Agency,Online,No,16,39.6,23.76,23
Travel Agency,Online,No,7,59.4,35.64,30
Travel Agency,Online,No,17,29.7,17.82,25
Travel Agency,Online,No,38,41,0,36
Travel Agency,Online,No,64,20,0,21
Travel Agency,Online,No,11,23,0,36
Travel Agency,Online,Yes,30,73,0,36
Travel Agency,Online,No,30,22,0,28
Travel Agency,Online,No,5,35,0,36
Travel Agency,Online,No,38,20,0,36
Travel Agency,Online,No,163,24,0,36
Travel Agency,Online,No,189,74,0,36
Travel Agency,Online,No,23,42,0,43
Travel Agency,Online,No,206,83,0,36
Travel Agency,Online,No,106,27,0,36
Travel Agency,Online,No,208,112,0,54
Travel Agency,Online,No,46,77,0,36
Travel Agency,Online,No,20,20,0,38
Travel Agency,Online,No,22,20,0,52
Travel Agency,Online,No,20,20,0,36
Travel Agency,Online,No,7,27,0,36
Travel Agency,Online,No,6,30,0,48
Travel Agency,Online,No,25,79,0,46
Travel Agency,Online,No,94,84,0,36
Travel Agency,Online,No,11,41,0,36
Travel Agency,Online,No,20,20,0,54
Travel Agency,Online,No,51,20,0,36
Travel Agency,Online,No,48,21,0,36
Travel Agency,Online,No,38,23,0,36
Travel Agency,Online,No,16,10,0,36
Travel Agency,Online,No,30,10,0,36
Travel Agency,Online,No,14,24,0,36
Travel Agency,Online,No,9,13,0,36
Travel Agency,Online,No,11,13,0,21
Travel Agency,Online,No,2,10,0,58
Travel Agency,Online,No,106,63,0,36
Travel Agency,Online,No,7,27,0,36
Travel Agency,Online,No,78,67,0,36
Travel Agency,Online,No,1,10,0,36
Travel Agency,Online,No,16,18,0,27
Travel Agency,Online,No,51,46,0,36
Travel Agency,Online,No,114,23,0,36
Travel Agency,Online,No,64,27,0,36
Travel Agency,Online,No,22,80,0,41
Travel Agency,Online,No,16,80,0,49
Travel Agency,Online,No,199,45,0,35
Travel Agency,Online,No,9,10,0,31
Travel Agency,Online,No,3,11,0,36
Travel Agency,Online,No,1,33,0,36
Travel Agency,Online,No,30,20,0,36
Travel Agency,Online,No,2,80,0,36
Travel Agency,Online,No,14,18,0,36
Travel Agency,Online,No,34,16,0,36
Travel Agency,Online,No,13,10,0,36
Travel Agency,Online,No,22,0,0,36
Travel Agency,Online,No,7,0,0,36
Travel Agency,Online,No,64,80,0,36
Travel Agency,Online,No,20,14,0,36
Travel Agency,Online,No,140,38,0,36
Travel Agency,Online,No,209,80,0,55
Travel Agency,Online,No,183,80,0,36
Travel Agency,Online,No,57,40,0,36
Travel Agency,Online,No,17,80,0,36
Travel Agency,Online,No,30,18,0,36
Travel Agency,Online,No,90,80,0,57
Travel Agency,Online,No,63,12,0,36
Travel Agency,Online,No,23,20,0,36
Travel Agency,Online,No,10,27,0,36
Travel Agency,Online,No,6,10,0,36
